wavelength,transmission
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.002092041693949478
359,0.005381548330563476
360,0.008671054967177473
361,0.011960561603791471
362,0.021431127012521943
363,0.04185152057245103
364,0.14444444444444357
365,0.36200209643606196
366,0.52015276893698
367,0.5969414385741572
368,0.6543243243243252
369,0.6807657657657665
370,0.7072072072072079
371,0.7383171028606215
372,0.7760255629945221
373,0.7996778212887148
374,0.8159344962620151
375,0.8321911712353153
376,0.8463475177304969
377,0.8593617021276602
378,0.8723758865248235
379,0.8852393523407257
380,0.8921330517423448
381,0.8990267511439639
382,0.905920450545583
383,0.9128141499472021
384,0.9197078493488212
385,0.9266015487504403
386,0.9310526315789476
387,0.9353508771929826
388,0.9396491228070176
389,0.9439473684210528
390,0.9480649188514358
391,0.9492946317103622
392,0.9505243445692885
393,0.9517540574282148
394,0.9529837702871413
395,0.9542134831460676
396,0.9554431960049939
397,0.9566729088639202
398,0.9579026217228466
399,0.9591446362246014
400,0.9603998252130218
401,0.9616550142014421
402,0.9629102031898625
403,0.9641653921782829
404,0.9654205811667032
405,0.9666757701551235
406,0.967930959143544
407,0.9691861481319642
408,0.9704413371203846
409,0.9710620756547043
410,0.9713870029097964
411,0.9717119301648885
412,0.9720368574199807
413,0.9723617846750728
414,0.972686711930165
415,0.9730116391852571
416,0.9733365664403493
417,0.9736614936954414
418,0.9739864209505336
419,0.9743113482056258
420,0.9749966402365275
421,0.975881601935224
422,0.9767665636339204
423,0.9776515253326167
424,0.9785364870313131
425,0.9794214487300096
426,0.980306410428706
427,0.9811913721274024
428,0.9801392757660169
429,0.9781615598885796
430,0.9761838440111422
431,0.974206128133705
432,0.9722284122562675
433,0.9702506963788302
434,0.968488484613896
435,0.9669198761370236
436,0.9653512676601511
437,0.9637826591832785
438,0.9622140507064061
439,0.9606454422295337
440,0.962192020346527
441,0.9637553648068671
442,0.9653187092672073
443,0.9668820537275473
444,0.9684453981878876
445,0.9700087426482278
446,0.9710826064648539
447,0.9707567983581327
448,0.9704309902514112
449,0.9701051821446898
450,0.9697793740379683
451,0.969453565931247
452,0.9691277578245255
453,0.9688019497178041
454,0.9684761416110826
455,0.9681503335043614
456,0.96782452539764
457,0.9683172108020961
458,0.9689829369877738
459,0.9696486631734517
460,0.9703143893591295
461,0.9709801155448073
462,0.9716458417304851
463,0.972311567916163
464,0.9729772941018408
465,0.971957512397802
466,0.9706554081222357
467,0.9693533038466695
468,0.9680511995711032
469,0.966749095295537
470,0.9654469910199707
471,0.9641448867444045
472,0.9628427824688381
473,0.9634397258433007
474,0.9643246875419972
475,0.9652096492406936
476,0.9660946109393901
477,0.9669795726380864
478,0.9678645343367829
479,0.9687494960354793
480,0.9696344577341758
481,0.9705853232382065
482,0.9715433896330812
483,0.972501456027956
484,0.9734595224228307
485,0.9744175888177056
486,0.9753756552125803
487,0.9763337216074551
